Käitleja identifikaator	Tegevuskoha identifikaator	Tunnusnumber	Tunnustatud	Käitleja registri- või isikukood	Käitleja aadress	Käitleja nimi	Tegevuskoha nimi	Põhikäitlemisvaldkond	Tegevuskoha maakond	Tegevuskoha aadress	lat	lng
64075	64091	5085	true	10151355	Tartu maakond, Tartu linn, Tartu linn, Riia tn 2	TULUNDUSÜHISTU TARTU TARBIJATE KOOPERATIIV	Kivilinna konsum	Jaemüük	Tartumaa	Jaama 173, Tartu linn, Tartu linn Tartu maakond, 50705	58.3795582	26.7643174
117192	49974	5087	true	77000192	Tartu maakond, Peipsiääre vald, Alatskivi alevik, Tartu mnt 4	PEIPSIÄÄRE VALLAVALITSUS	Vara Põhikooli söökla 75009059	Toitlustamine	Tartumaa	Tartu maakond, Peipsiääre vald, Vara küla, Vara koolimaja, 60426	58.517147	26.883984
117184	49950	5089	true	77000370	Tartu maakond, Kastre vald, Kurepalu küla, Vallamaja	KASTRE VALLAVALITSUS	Sillaotsa Kool (lasteaed - põhikool)	Toitlustamine	Tartumaa	Päkste küla, Kastre vald, Tartu maakond, 62119	58.2885742	26.8698457
64075	64087	5090	true	10151355	Tartu maakond, Tartu linn, Tartu linn, Riia tn 2	TULUNDUSÜHISTU TARTU TARBIJATE KOOPERATIIV	Roiu kauplus	Jaemüük	Tartumaa	Roiu alevik, Kastre vald, Tartumaa, 62122	58.2997401	26.8681607
64075	64086	5096	true	10151355	Tartu maakond, Tartu linn, Tartu linn, Riia tn 2	TULUNDUSÜHISTU TARTU TARBIJATE KOOPERATIIV	Luunja Kauplus	Jaemüük	Tartumaa	Luunja alevik, Luunja vald, Tartumaa, 62222	58.3556472	26.8798899
75821	75822	5097	true	10051694	Tartu maakond, Tartu linn, Tartu linn, Vanemuise tn 6	OSAÜHING VANEMUISE KOHVIK	Cafe Shakespeare	Toitlustamine	Tartumaa	Vanemuise 6, Tartu linn, Tartu linn Tartu maakond, 51003	58.376189	26.722638
51105	51135	5098	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Lasteaed Poku köök 75007282	Toitlustamine	Tartumaa	Anne 69, Tartu linn, Tartu linn Tartu maakond, 50704	58.3751321	26.7604113
64845	64848	5099	true	10353188	Tartu maakond, Tartu linn, Tartu linn, Munga tn 12	TOIDUTORN AS	Tartu Hugo Treffneri Gümnaasiumi söökla	Toitlustamine	Tartumaa	Munga 12, Tartu linn, Tartu linn Tartu maakond, 51007	58.3822748	26.720528
75632	75633	51	true	10928909	Ida-Viru maakond, Sillamäe linn, Kalda tn 43	OSAÜHING K.S. NIKASIL	OÜ K.S. Nikasil	Liha käitlemine	Ida-Virumaa	Kalda 43a, Sillamäe linn, Ida-Virumaa, 40231	59.3963499	27.7748818
70231	70233	5101	true	80012402	Tartu maakond, Tartu linn, Tartu linn, Jakobi tn 41	MITTETULUNDUSÜHING TARTU KATOLIKU HARIDUSKESKUS	Tartu Katoliku Kooli söökla	Toitlustamine	Tartumaa	Jakobi 41, Tartu linn, Tartu linn Tartu maakond, 51006	58.3834882	26.7105409
71901	71925	5103	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima X	Jaemüük	Tartumaa	Piparmündi 1, Vahi alevik, Tartu vald, Tartumaa, 60534	58.4022451	26.7221804
71901	71912	5104	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima XX	Jaemüük	Tartumaa	Võru 55f, Tartu linn, Tartu linn Tartu maakond, 50111	58.3653909	26.7194759
64522	64523	5106	true	10272337	Tartu maakond, Tartu linn, Tartu linn, Tähe tn 133	AS KROONPRESS	Kroonpress AS	Toitlustamine	Tartumaa	Tähe 133, Tartu linn, Tartu linn, Tartumaa, 51013	58.3446787	26.7301311
49903	50603	5107	true	75006486	Tartu maakond, Tartu vald, Kõrveküla alevik, Haava tn 6	TARTU VALLAVALITSUS	Laeva Lasteaed	Toitlustamine	Tartumaa	Laeva küla, Tartu vald, Tartu maakond, 60608	58.492922	26.3832872
49903	49908	5108	true	75006486	Tartu maakond, Tartu vald, Kõrveküla alevik, Haava tn 6	TARTU VALLAVALITSUS	Lähte lasteaed Kiisupere	Toitlustamine	Tartumaa	Lähte alevik, Tartu vald, Tartumaa, 60502	58.4958002	26.6785376
51105	50257	5109	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Lasteaed Lepatriinu	Toitlustamine	Tartumaa	Pargi tee 4, Ilmatsalu alevik, Tartu linn, Tartumaa, 61401	58.3871771	26.5579334
51105	51137	5112	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Lasteaed Ristikhein	Toitlustamine	Tartumaa	Ropka tee 25, Tartu linn, Tartu linn Tartu maakond, 51013	58.355974	26.7366511
51105	51131	5117	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Tartu Kutsehariduskeskuse Kopli õppekorpuse söökla	Toitlustamine	Tartumaa	Kopli 1, Tartu linn, Tartu linn Tartu maakond, 50115	58.3494554	26.7141134
69639	69641	5118	true	12305124	Harju maakond, Tallinn, Kesklinna linnaosa, Gonsiori tn 2	KAUBAMAJA AS	Tartu Toidumaailm	Jaemüük	Tartumaa	Riia 1, Tartu linn, Tartu linn, Tartumaa, 51013	58.3779036	26.7274476
51105	51129	5119	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Tartu Kutsehariduskeskuse Lihatehnoloogia Kompetentsikeskus	Jaemüük	Tartumaa	Kopli 1, Tartu linn, Tartu linn Tartu maakond, 50115	58.3494554	26.7141134
51105	51130	5120	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Tartu Kutsehariduskeskuse pagar-kondiitri õppetöökoda	Toitlustamine	Tartumaa	Kopli 1, Tartu linn, Tartu linn Tartu maakond, 50115	58.3494554	26.7141134
51105	51128	5121	true	75006546	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 1a	TARTU LINNAVALITSUS	Tartu Kutsehariduskeskuse Põllu õppekorpuse söökla	Toitlustamine	Tartumaa	Põllu 11, Tartu linn, Tartu linn Tartu maakond, 50303	58.3997224	26.7151328
64711	64712	5122	true	10319257	Tabivere alevik, Tabivere vald, Jõgeva maakond, Jaama 1a, 49101	OSAÜHING KENTI KAUPLUSED	Atsi kauplus	Jaemüük	Tartumaa	Äksi tee, Äksi alevik, Tartu vald, Tartumaa, 60543	58.5190106	26.6874969
64075	64082	5124	true	10151355	Tartu maakond, Tartu linn, Tartu linn, Riia tn 2	TULUNDUSÜHISTU TARTU TARBIJATE KOOPERATIIV	Lähte kauplus	Jaemüük	Tartumaa	Lähte alevik, Tartu vald, Tartumaa, 60502	58.4958002	26.6785376
64182	64183	5127	true	10183898	Tartu maakond, Tartu vald, Lähte alevik, Kase tn 3	KASEPARGI OÜ	Pargi Pood	Jaemüük	Tartumaa	Lähte alevik, Tartu vald, Tartumaa, 60502	58.4958002	26.6785376
68277	68278	5128	true	11734834	Tartu maakond, Kambja vald, Sulu küla, Järveveere	REVAL KÖÖK OÜ	Reval Köök OÜ	Toitlustamine	Tartumaa	Pangodi küla, Kambja vald, Tartumaa, 62017	58.1987033	26.5859111
75144	75172	5129	true	10379733	Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 238	SELVER AS	Anne Selver	Jaemüük	Tartumaa	Kalda tee 43, Tartu linn, Tartu linn Tartu maakond, 50707	58.3684215	26.7666675
75144	75182	5132	true	10379733	Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 238	SELVER AS	Jaamamõisa Selver	Jaemüük	Tartumaa	Jaama 76, Tartu linn, Tartu linn, Tartumaa, 50605	58.3814267	26.752869
66425	66426	5133	true	10945747	Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 42	OÜ JÕE-PROJEKT	Õlle Tare restoran	Toitlustamine	Tartumaa	Aleksandri 42, Tartu linn, Tartu linn Tartu maakond, 51004	58.3710116	26.7384308
75144	75173	5137	true	10379733	Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 238	SELVER AS	Sõbra Selver	Jaemüük	Tartumaa	Sõbra 41, Tartu linn, Tartu linn, Tartumaa, 50106	58.3641247	26.7408151
64075	64090	5138	true	10151355	Tartu maakond, Tartu linn, Tartu linn, Riia tn 2	TULUNDUSÜHISTU TARTU TARBIJATE KOOPERATIIV	Alatskivi kauplus	Jaemüük	Tartumaa	Alatskivi alevik, Peipsiääre vald, Tartu maakond, 60201	58.6020468	27.1352739
49759	49762	5140	true	75003476	Tartu maakond, Luunja vald, Luunja alevik, Puiestee tn 14	LUUNJA VALLAVALITSUS	Luunja Lasteaia Midrimaa köök	Toitlustamine	Tartumaa	Uus 3, Luunja alevik, Luunja vald, Tartumaa, 62222	58.3549482	26.8759964
72552	72554	5141	true	11106405	Tartu maakond, Tartu linn, Tartu linn, Raekoja plats 16	SEASON CAFFEE OÜ	Cafe Truffe	Toitlustamine	Tartumaa	Raekoja plats 16, Tartu linn, Tartu linn Tartu maakond, 51004	58.3806049	26.7240061
64054	64055	5142	true	10149306	Tartu maakond, Kastre vald, Melliste küla, Käbitare	OÜ TERINIPP	Kohvik Käbitare	Toitlustamine	Tartumaa	Tartu maakond, Kastre vald, Melliste küla, 62318	58.3181711	26.9838626
67489	67490	5145	true	11408603	Tartu maakond, Tartu linn, Tartu linn, Tähe tn 11	OÜ AADLIPREILI	Kohvik Margaretha	Toitlustamine	Tartumaa	Tähe 11, Tartu linn, Tartu linn Tartu maakond, 50108	58.3722279	26.725804
117182	49997	5151	true	77000275	Tartu maakond, Kambja vald, Ülenurme alevik, Pargi tn 2	KAMBJA VALLAVALITSUS	Unipiha Algkooli söökla	Toitlustamine	Tartumaa	Tartu maakond, Kambja vald, Pangodi küla, 62017	58.1987033	26.5859111
72887	72904	5153	true	90001478	Tartu maakond, Tartu linn, Tartu linn, L. Puusepa tn 1a	SIHTASUTUS TARTU ÜLIKOOLI KLIINIKUM	Toitlustusteenistus (tsentroolköök)	Toitlustamine	Tartumaa	L. Tartu maakond, Tartu linn, Tartu linn, L. Puusepa tn 8, 50406	58.3700737	26.699882
64075	64094	5154	true	10151355	Tartu maakond, Tartu linn, Tartu linn, Riia tn 2	TULUNDUSÜHISTU TARTU TARBIJATE KOOPERATIIV	Ujula Konsum	Jaemüük	Tartumaa	Ujula 2, Tartu linn, Tartu linn, Tartumaa, 51008	58.3864797	26.7241037
131203	49925	5157	true	90014402	Tartu maakond, Elva vald, Elva linn, Kesk tn 17	SIHTASUTUS ELVA TEENUSED	Valguta Lasteaia - Algkooli söökla	Toitlustamine	Tartumaa	Tartu maakond, Elva vald, Valguta küla, 61017	58.189587	26.2127238
65123	65125	5158	true	10437146	Tartu maakond, Elva vald, Käo küla, Waide motell	OSAÜHING WAIDE	Waide Motelli restoran	Toitlustamine	Tartumaa	Tartumaa, Elva vald, Käo küla,, 61006	58.2138389	26.3527375
72887	72903	5161	true	90001478	Tartu maakond, Tartu linn, Tartu linn, L. Puusepa tn 1a	SIHTASUTUS TARTU ÜLIKOOLI KLIINIKUM	Kliinikumi söökla	Toitlustamine	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, L. Puusepa tn 8, 50406	58.3700737	26.699882
74540	74542	5164	true	10301180	Tartu maakond, Tartu linn, Ilmatsalu alevik, Pargi tee 1	AS TARTU AGRO	Kauplus Rahinge	Jaemüük	Tartumaa	Rahinge küla, Tartu linn, Tartumaa, 61408	58.3922979	26.6143202
63967	63968	5165	true	10125346	Tartu maakond, Tartu linn, Rahinge küla, Ilmatsalu tee 74	OSAÜHING RAWE POOD	Rahinge pood	Jaemüük	Tartumaa	Rahinge küla, Tartu linn, Tartumaa, 61408	58.3922979	26.6143202
65781	65799	5166	true	10714195	Harju maakond, Tallinn, Haabersti linnaosa, Mustjuure tn 9	ABC SUPERMARKETS AS	Comarket Rukkilill	Jaemüük	Tartumaa	F. Tuglase 2, Tartu linn, Tartu linn, Tartumaa, 51014	58.3853992	26.6950171
71759	71821	5167	true	10263574	Harju maakond, Rae vald, Pildiküla, Põrguvälja tee 3	RIMI EESTI FOOD AS	Tuglase Mini Rimi	Jaemüük	Tartumaa	F. Tuglase 7, Tartu linn, Tartu linn Tartu maakond, 51014	58.3867846	26.6942839
64721	64729	5171	true	10323939	Tartu maakond, Tartu linn, Tartu linn, Ringtee tn 25	OSAÜHING PAK L&P	Cafe 6	Toitlustamine	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, L. Puusepa tn 1a, 50406	58.3676485	26.7044992
71901	71957	5176	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Kauplus Maxima	Jaemüük	Tartumaa	Ilmatsalu 11, Tartu linn, Tartu linn Tartu maakond, 50408	58.3783202	26.6850759
71901	71958	5177	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima XX kaubanduskeskus	Jaemüük	Tartumaa	Turu 14, Tartu linn, Tartu linn Tartu maakond, 51014	58.374642	26.7360661
64214	64223	5178	true	10190065	Harju maakond, Tallinn, Kesklinna linnaosa, Tartu mnt 13	PREMIER RESTAURANTS EESTI OÜ	Mc Donald's	Toitlustamine	Tartumaa	Turu 6a, Tartu, 51014	58.3766578	26.7322811
64056	64058	5180	true	10149335	Valga maakond, Otepää vald, Pühajärve küla, Sõjatamme/2	AKTSIASELTS PÜHAJÄRVE PUHKEKODU	Grill- Pubi	Toitlustamine	Valgamaa	Sõjatamme, Pühajärve küla, Otepää vald, Valgamaa, 67414	58.0455767	26.458175
65738	65741	5181	true	10694897	Valga maakond, Valga vald, Valga linn, E. Enno tn 42-1	OSAÜHING CULINA	Lasteaedade suurköök	Toitlustamine	Valgamaa	Sepa 12, Valga linn, Valga vald, Valga maakond, 68203	57.7759408	26.0270241
63452	63465	5185	true	10034537	Valga maakond, Tõrva vald, Tõrva linn, Tartu tn 6	TÕRVA TARBIJATE ÜHISTU	Kauplus Tõrvik	Jaemüük	Valgamaa	Valga 61, Tõrva linn, Tõrva vald, Valga maakond, 68607	57.9948737	25.9362653
117207	49356	5188	true	77000418	Valga maakond, Tõrva vald, Tõrva linn, Kevade tn 1	TÕRVA VALLAVALITSUS	Lasteaed Mõmmik köögiplokk	Toitlustamine	Valgamaa	Valga 58a, Tõrva linn, Tõrva vald, Valgamaa, 68606	57.9958524	25.9380738
117207	77573	5189	true	77000418	Valga maakond, Tõrva vald, Tõrva linn, Kevade tn 1	TÕRVA VALLAVALITSUS	Ala Põhikooli söökla	Toitlustamine	Valgamaa	Kooli, Ala küla, Tõrva vald, Valgamaa, 68507	58.01242	25.6949584
71687	71689	5191	true	10849021	Valga maakond, Valga vald, Valga linn, Kesk tn 16	OLEG ORLOV	Kulinaarne Paradiis	Toitlustamine	Valgamaa	Kesk 16, Valga linn, Valga vald, Valga maakond, 68203	57.7773686	26.0319732
63743	63744	5192	true	10085799	Valga maakond, Otepää vald, Otepää linn, Tamme pst 3a	HILLAR KELTI TAMME ÄRI	Kauplus-toidubaar Tamme Äri	Jaemüük	Valgamaa	Tamme pst 3a, Otepää, Otepää vald, Valgamaa, 67405	58.0470418	26.4730918
49686	78446	5195	true	75001566	Valga maakond, Otepää vald, Otepää linn, Lipuväljak 13	OTEPÄÄ VALLAVALITSUS	Otepää Lasteaed Võrukaela maja köök	Toitlustamine	Valgamaa	6, Keskuse väikekoht, Otepää küla, Otepää vald, Valgamaa, 67412	58.0622593	26.50175
131203	51075	5197	true	90014402	Tartu maakond, Elva vald, Elva linn, Kesk tn 17	SIHTASUTUS ELVA TEENUSED	Palupera Põhikooli söökla	Toitlustamine	Tartumaa	Tartu maakond, Elva vald, Palupera küla, 67511	58.1223254	26.3365594
72267	72314	5198	true	10180925	Harju maakond, Tallinn, Kristiine linnaosa, A. H. Tammsaare tee 47	CIRCLE K EESTI AKTSIASELTS	Valga Teenindusjaam	Jaemüük	Valgamaa	Pikk 1, Valga linn, Valga vald, Valga maakond, 68206	57.7886834	26.0484237
63567	63568	5199	true	10051346	Valga maakond, Valga vald, Valga linn, Roosi tn 4-17	OSAÜHING TRIINU ÄRI	Valga Põhikooli söökla	Toitlustamine	Valgamaa	Kungla 16, Valga linn, Valga vald, Valga maakond, 68204	57.7769208	26.0461458
76100	76104	52	true	10352562	Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 52-42	OÜ ANKOED	OÜ Ankoed	Liha käitlemine	Jõgevamaa	Loomaaia, Saarjärve küla, Mustvee vald, Jõgevamaa, 49316	58.6533536	26.7708734
70564	70566	5200	true	90007632	Valga maakond, Valga vald, Tsirgumäe küla, Sanatooriumi/7	SIHTASUTUS TAHEVA SANATOORIUM	SA Taheva Sanatooriumi toidublokk	Toitlustamine	Valgamaa	Sanatooriumi, Tsirgumäe küla, Valga vald, Valgamaa, 68012	57.6028267	26.3374308
64319	64322	5201	true	10213808	Valga maakond, Valga vald, Hargla küla	OÜ ESPERANCE	Hargla kauplus	Jaemüük	Valgamaa	Esperance, Hargla küla, Valga vald, Valgamaa, 68014	57.6068636	26.3980945
63452	63464	5202	true	10034537	Valga maakond, Tõrva vald, Tõrva linn, Tartu tn 6	TÕRVA TARBIJATE ÜHISTU	Valga Konsum	Jaemüük	Valgamaa	A. Neulandi 2, Valga linn, Valga vald, Valgamaa, 68207	57.7777513	26.0362307
63969	63970	5203	true	10125547	Valga maakond, Valga vald, Valga linn, Roosi tn 1	OSAÜHING RAJEVSKI	Kauplus Petseri	Jaemüük	Valgamaa	Petseri 8a, Valga linn, Valga vald, Valga maakond, 68204	57.7781087	26.0609069
117562	51043	5204	true	77000507	Valga maakond, Valga vald, Valga linn, Puiestee tn 8	VALGA VALLAVALITSUS	Hooldemaja köögiplokk	Toitlustamine	Valgamaa	Karula hooldemaja, Lüllemäe küla, Valga vald, Valgamaa, 68116	57.7499777	26.3714158
75317	75319	5206	true	11006552	Valga maakond, Otepää vald, Otepää linn, Karupesa	OÜ KARUPESA HOTELL	Karupesa restoran	Toitlustamine	Valgamaa	Karupesa, Otepää linn, Otepää vald, Valgamaa, 67408	58.0547575	26.5034143
64840	64841	5209	true	10351752	Valga maakond, Valga vald, Valga linn, Peetri tn 2	AKTSIASELTS VALGA HAIGLA	Valga Haigla söökla	Toitlustamine	Valgamaa	Peetri 2, Valga linn, Valga vald, Valga maakond, 68206	57.780232	26.0538146
62479	62481	521	true	10627467	Harju maakond, Tallinn, Kesklinna linnaosa, Rävala pst 4	MFV LOOTUS OSAÜHING	"Madrus" EK-0302	Kala käitlemine	Harjumaa	Rävala pst 4, Kesklinna linnaosa, Tallinn, Harjumaa, 10143	59.4343576	24.7583427
70579	70580	5210	true	90008011	Valga maakond, Tõrva vald, Tõrva linn, Tartu tn 1	SIHTASUTUS TÕRVA HAIGLA	Supiköök	Toitlustamine	Valgamaa	Tartu 1, Tõrva linn, Tõrva vald, Valga maakond, 68606	58.0030235	25.9237451
71901	71977	5213	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima X kauplus	Jaemüük	Viljandimaa	Vaksali 11b, Viljandi linn, Viljandimaa, 71012	58.3618743	25.582566
75525	75526	5216	true	10275070	Viljandi maakond, Viljandi linn, C. R. Jakobsoni tn 7	OSAÜHING KIVI PAGAR	Kauplus Pagariäri	Toitlustamine	Viljandimaa	C. R. Jakobsoni 7, Viljandi linn, Viljandimaa, 71013	58.36764	25.5932489
117188	49900	5217	true	77000453	Viljandi maakond, Mulgi vald, Abja-Paluoja linn, Pärnu mnt 30	MULGI VALLAVALITSUS	Polli Hooldekodu	Toitlustamine	Viljandimaa	Longi tee 1, Polli küla, Mulgi vald, Viljandimaa, 69108	58.1237513	25.5431342
49861	49862	5219	true	75005392	Viljandi maakond, Viljandi linn, Kagu tn 9	VILJANDI LASTEAED KRÕLLIPESA	Viljandi Lasteaed Krõllipesa Krõlli õppehoone	Toitlustamine	Viljandimaa	Kagu 9, Viljandi, Viljandimaa, 71013	58.3690495	25.5838446
49885	49886	5220	true	75005914	Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Lembitu pst 42	SUURE-JAANI LASTEAED SIPSIK	Suure-Jaani Lasteaed "Sipsik"	Toitlustamine	Viljandimaa	Lembitu pst 42, Suure-Jaani linn, Põhja-Sakala vald, Viljandimaa, 71502	58.5392823	25.4700652
117194	50234	5221	true	77000463	Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Lembitu pst 42	PÕHJA-SAKALA VALLAVALITSUS	Kõpu Põhikool	Toitlustamine	Viljandimaa	Kõpu mõis, Kõpu alevik, Põhja-Sakala vald, Viljandimaa, 71201	58.3186111	25.3075
75078	75098	5222	true	10249309	Viljandi maakond, Viljandi linn, Tallinna tn 3	VILJANDI TARBIJATE ÜHISTU	Coop Kõpu kauplus	Jaemüük	Viljandimaa	Tipu 4, Kõpu alevik, Põhja-Sakala vald, Viljandimaa, 71201	58.3269138	25.302879
75521	75524	5223	true	11185296	Viljandi maakond, Viljandi vald, Pinska küla, Lõmsi	OSAÜHING MARENGEL	Pinska Külalistemaja	Toitlustamine	Viljandimaa	Lõmsi, Pinska küla, Viljandi vald, Viljandimaa, 71066	58.3638991	25.5172414
66837	66838	5224	true	11132420	Viljandi maakond, Mulgi vald, Abja-Paluoja linn, Pärnu mnt 14	ORU-A2 OSAÜHING	Mulgi kõrts	Toitlustamine	Viljandimaa	Pärnu mnt 14, Abja-Paluoja linn, Mulgi vald, Viljandimaa, 69403	58.1264265	25.3535269
49871	49878	5226	true	75038606	Viljandi maakond, Viljandi linn, Kauba tn 9	VILJANDI VALLAVALITSUS	Viljandi valla lasteaed "Päikesekiir"	Toitlustamine	Viljandimaa	Kannikmäe tee 18, Päri küla, Viljandi vald, Viljandimaa, 71023	58.3393879	25.4971029
75078	75097	5227	true	10249309	Viljandi maakond, Viljandi linn, Tallinna tn 3	VILJANDI TARBIJATE ÜHISTU	Coop Ramsi kauplus	Jaemüük	Viljandimaa	Keskuse tee 1, Ramsi alevik, Viljandi vald, Viljandimaa, 71101	58.3076547	25.5407181
49931	49932	5230	true	75007818	Viljandi maakond, Mulgi vald, Mõisaküla linn, Kiikre tn 15	MÕISAKÜLA HOOLEKANDEKESKUS	Mõisaküla Hoolekandekeskus	Toitlustamine	Viljandimaa	Kiikre 15, Mõisaküla linn, Mulgi vald, Viljandimaa, 69302	58.0936175	25.1905749
49929	49930	5231	true	75007764	Viljandi maakond, Mulgi vald, Mõisaküla linn, Vabriku tn 10	MÕISAKÜLA LASTEAED	Mõisaküla Lasteaed	Toitlustamine	Viljandimaa	Vabriku 10, Mõisaküla linn, Mulgi vald, Viljandimaa, 69303	58.0926667	25.1800534
50806	50807	5237	true	75025271	Viljandi maakond, Viljandi vald, Uusna küla, Uusna tee 20	UUSNA LASTEAED TÕRUKE	Uusna Lasteaed Tõruke	Toitlustamine	Viljandimaa	Uusna tee 20, Uusna küla, Viljandi vald, Viljandimaa, 70102	58.3891572	25.7483134
62477	62478	524	true	12378896	Harju maakond, Tallinn, Kesklinna linnaosa, Veerenni tn 39	REVAL SEAFOOD OÜ	"Reval Viking" EK-1202	Kala käitlemine	Harjumaa	Veerenni 39, Kesklinna linnaosa, Tallinn, Harjumaa, 10138	59.4219007	24.7508932
72590	72593	5240	true	10335279	Viljandi maakond, Põhja-Sakala vald, Kobruvere küla, Veere-2	ANTS PETERSON	Toidutare	Toitlustamine	Viljandimaa	Naila, Soomevere küla, Põhja-Sakala vald, Viljandimaa, 70609	58.6353975	25.5991189
68104	68105	5241	true	11669195	Viljandi maakond, Põhja-Sakala vald, Võhma linn, Kauba tn 3b	ANNI OÜ	Kohvik Võhma	Toitlustamine	Viljandimaa	Kauba 3b, Võhma linn, Põhja-Sakala vald, Viljandi maakond, 70602	58.6281216	25.5598297
50270	50271	5247	true	75015864	Viljandi maakond, Mulgi vald, Abja-Paluoja linn, Abja tee 15	ABJA GÜMNAASIUM	Abja Gümnaasium	Toitlustamine	Viljandimaa	Abja tee 15, Abja-Paluoja linn, Mulgi vald, Viljandimaa, 69402	58.1262598	25.3637196
51173	51176	5254	true	70002555	Viljandi maakond, Põhja-Sakala vald, Olustvere alevik, Müüri tn 4	OLUSTVERE TEENINDUS- JA MAAMAJANDUSKOOL	Lossi kohvik	Toitlustamine	Viljandimaa	Müüri tn 2, Olustvere alevik, Põhja-Sakala vald, Viljandi maakond, 70401	58.554423	25.5623031
78400	78401	5257	true	11980757	Viljandi maakond, Mulgi vald, Tuhalaane küla, Metsanurga/3	KOPRA TURISMITALU OÜ	Kopra Turismitalu	Toitlustamine	Viljandimaa	Metsanurga, Tuhalaane küla, Mulgi vald, Viljandimaa, 71056	58.1743582	25.6503484
66603	66605	5258	true	11031044	Viljandi maakond, Viljandi vald, Sultsi küla, Metsarõõmu	OSAÜHING METSARÕÕMU	Metsarõõmu toidutare	Toitlustamine	Viljandimaa	Metsarõõmu, Sultsi küla, Viljandi vald, Viljandimaa, 69605	58.2395989	25.6024674
65865	65866	5259	true	10741690	Viljandi maakond, Viljandi linn, Tartu tn 11	AKTSIASELTS GRAND HOTEL VILJANDI	Grand Hotell Viljandi restoran	Toitlustamine	Viljandimaa	Tartu 11, Viljandi linn, Viljandimaa, 71004	58.3650208	25.6003589
49871	49877	5260	true	75038606	Viljandi maakond, Viljandi linn, Kauba tn 9	VILJANDI VALLAVALITSUS	Viljandi valla lasteaia "Päikesekiir" õppekoht Puiatu lasteaed	Toitlustamine	Viljandimaa	Kooli tee 5/1, Puiatu küla, Viljandi vald, Viljandimaa, 71104	58.3600814	25.4315607
75078	75096	5262	true	10249309	Viljandi maakond, Viljandi linn, Tallinna tn 3	VILJANDI TARBIJATE ÜHISTU	Vastemõisa A ja O kauplus	Jaemüük	Viljandimaa	Vastemõisa tee 2, Vastemõisa küla, Põhja-Sakala vald, Viljandimaa, 71301	58.4422312	25.4409027
50010	50011	5263	true	75010097	Viljandi maakond, Mulgi vald, Pornuse küla, Halliste põhikool/1	HALLISTE PÕHIKOOL	Halliste Põhikool	Toitlustamine	Viljandimaa	Pornuse küla, Mulgi vald, Viljandi maakond, 69508	58.1424267	25.4430761
75446	75447	5264	true	10444011	Viljandi maakond, Viljandi linn, Uus tn 35	OSAÜHING VILJANDI RENDER	Jaani Lihapood	Jaemüük	Viljandimaa	Riia mnt 49a, Viljandi, Viljandimaa, 71009	58.3519897	25.5830447
