Code;Latitude;Longitude;Bew.-Nr.;Bur Number;Firmenname;Company Street;full address;Company Zipcode;Company City/Region;[TRANSLATE] Category;Weitere Aktivitäten;[TRANSLATE] Species;[TRANSLATE] Remarks
CH 7163;;;7163;70802140;Bernhard Wälti;Bernstrasse81;Bernhard Wälti, Bernstrasse81, 3114, Switzerland ;3114;3114 BE;PP;;B, C, O;
CH 71993707;;;71993707;71993707;Patriziato di Ponto Valentino Caseificio Alpe Surda;;;6724;6724 TI;PP;;B;
CH 63431497;;;63431497;63431497;Orelli Emilio Sagl, Cantina Folcra;Bedretto;Orelli Emilio Sagl, Cantina Folcra, Bedretto, 6781, Switzerland ;6781;6781 TI;PP;;B;
CH 61169391;;;61169391;77039634;Latteria sociale di Olivone società cooperativa;;;6718;6718 TI;CC;;B;
CH 46672103;;;46672103;46672103;Milchsammelstelle;Spins;Milchsammelstelle, Spins, 3270, Switzerland ;3270;3270 BE;CC;;B;
CH 3397;47,3223478;8,8627211;3397;40447979;Käserei Tisenwaldsberg Walter Gerhard;Höhenstrasse41;Käserei Tisenwaldsberg Walter Gerhard, Höhenstrasse41, 8344, Switzerland ;8344;8344 ZH;PP;;B;
CH 5898;47,5491214;9,1484737;5898;50172869;Strähl Käse AG;Industriestrasse10;Strähl Käse AG, Industriestrasse10, 8575, Switzerland ;8575;8575 TG;PP;CS(0), RW(0), WM(0);B;
CH 6009;;;6009;70728340;Alp Lammweid-Horn;;;3706;3706 BE;PP;;B, C, O;
CH 4480;;;4480;41137320;Chäs-Hütte Rust, Inhaber André Rust Käserei & Lebensmittel;Hinterbergstrasse;Chäs-Hütte Rust, Inhaber André Rust Käserei & Lebensmittel, Hinterbergstrasse, 6318, Switzerland ;6318;6318 ZG;PP;;B;
CH 41662920;47,060303;8,301357;41662920;41662920;Genossenschaft Zentralschweizer Milchproduzenten ZMP;Friedentalstrasse43;Genossenschaft Zentralschweizer Milchproduzenten ZMP, Friedentalstrasse43, 6004, Switzerland ;6004;6004 LU;CC;WM(0);B, C, O;
CH 4115;;;4115;41990961;André Delacombaz;Au Village;André Delacombaz, Au Village, 1669, Switzerland ;1669;1669 FR;PP;;B;
CH 3067;;;3067;75604695;Käserei Hermandingen, Gerber;Hermandingen73;Käserei Hermandingen, Gerber, Hermandingen73, 4944, Switzerland ;4944;4944 BE;PP;;B, C, O;
CH 6247;;;6247;70738375;Alp Stürfis  Bündner Alpkäse;Rathaus;Alp Stürfis  Bündner Alpkäse, Rathaus, 7304, Switzerland ;7304;7304 GR;PP;;B, C, O;
CH 52696827;;;52696827;76391577;société coopérative de laiterie et d'agriculture d'Hermenches;Au Village;société coopérative de laiterie et d'agriculture d'Hermenches, Au Village, 1513, Switzerland ;1513;1513 VD;CC;;B;
CH 3284;;;3284;70216642;Hansrudolf Mumenthaler;Käsereistrasse8;Hansrudolf Mumenthaler, Käsereistrasse8, 3462, Switzerland ;3462;3462 BE;PP;;B, C, O;
CH 5972;;;5972;46250671;Tschopp Markus;Rte De Mouthe 2;Tschopp Markus, Rte De Mouthe 2, 1343, Switzerland ;1343;1343 VD;PP;;B;
CH 88537881;;;88537881;88537881;Emilio & Leila Bossi, Cantina ''Ex caseificio'';Via alla Posta4;Emilio & Leila Bossi, Cantina ''Ex caseificio'', Via alla Posta4, 6775, Switzerland ;6775;6775 TI;PP;;B;
CH 70944441;46,9242;8,69099;70944441;70944441;Franz-Heiri Furrer-Gisler;Alp Spilau-Seeli;Franz-Heiri Furrer-Gisler, Alp Spilau-Seeli, 6452, Switzerland ;6452;6452 UR;PP;;B;
CH 5737;47,0029372;9,5021212;5737;46739433;Milchzentrale Bad Ragaz AG;Maienfelderstrasse3;Milchzentrale Bad Ragaz AG, Maienfelderstrasse3, 7310, Switzerland ;7310;7310 SG;PP, CC;;B;
CH 86948979;;;86948979;86948979;Karl Müller;Oberi Matta15;Karl Müller, Oberi Matta15, 1716, Switzerland ;1716;1716 FR;PP;;B;
CH 7491;;;7491;70747500;La Chiaz;Alpage;La Chiaz, Alpage, 1659, Switzerland ;1659;1659 VD;PP;;B;
CH 41502678;;;41502678;41502678;Milchsammelstelle;Waldhaus21;Milchsammelstelle, Waldhaus21, 3432, Switzerland ;3432;3432 BE;CC;;B;
CH 4335;46,5091937;6,3071596;4335;75512353;Rud. Dummermuth Fromagerie de Gimel;La Chomaz5;Rud. Dummermuth Fromagerie de Gimel, La Chomaz5, 1188, Switzerland ;1188;1188 VD;PP, CC;;B;
CH 6034;;;6034;70750744;Grand Cle Fromagerie;Alpage;Grand Cle Fromagerie, Alpage, 1660, Switzerland ;1660;1660 VD;PP;;B;
CH 50679530;;;50679530;50679530;Molkerei z. Moos;Z'Mos;Molkerei z. Moos, Z'Mos, 6073, Switzerland ;6073;6073 OW;CC;;B;
CH CH71026464;;;CH71026464;71026464;Société coopérative de laiterie VANCLER;Route de Derrière de l'Eglise25;Société coopérative de laiterie VANCLER, Route de Derrière de l'Eglise25, 2914, Switzerland ;2914;2914 JU;CC;;B;
CH 2054;46,6263608;7,0405762;2054;51971503;Fromage Gruyère S.A.;Rue de l'Industrie1;Fromage Gruyère S.A., Rue de l'Industrie1, 1630, Switzerland ;1630;1630 FR;PP;;B;
CH 75584672;;;75584672;75584672;Dörig Käsehandel AG;Industriestrasse4;Dörig Käsehandel AG, Industriestrasse4, 9300, Switzerland ;9300;9300 SG;PP;CS(0);B;
CH 5052;47,366825;9,092395;5052;41600788;Käserei Berghof;Aewil487;Käserei Berghof, Aewil487, 9608, Switzerland ;9608;9608 SG;PP;RW(0);B, C;
CH 5768;47,2647458;9,1205598;5768;63785096;Chäshüsli GmbH;Kapplerstrasse13;Chäshüsli GmbH, Kapplerstrasse13, 9642, Switzerland ;9642;9642 SG;PP;;B;
CH 3659;46,9428657;8,0058083;3659;41484846;Biosphäre Bergkäserei AG;Hauptstrasse17;Biosphäre Bergkäserei AG, Hauptstrasse17, 6170, Switzerland ;6170;6170 LU;PP;;B;
CH 5061;47,362177;9,072381;5061;74568538;Bütschwil Käse AG;Bodmen;Bütschwil Käse AG, Bodmen, 9612, Switzerland ;9612;9612 SG;PP;;C;
CH 53494884;;;53494884;53494884;Milchsammelstelle Petermattli;Ribi;Milchsammelstelle Petermattli, Ribi, 6383, Switzerland ;6383;6383 NW;CC;;B;
CH 5983;47,0741896;8,4391785;5983;75970841;Küssnachter Dorfkäserei GmbH;Grepperstrasse57;Küssnachter Dorfkäserei GmbH, Grepperstrasse57, 6403, Switzerland ;6403;6403 SZ;PP, CC;;B;
CH 8222;;;8222;70728508;Betriebsgemeinschaft, Stähli + Fuchs;Mattenweg11;Betriebsgemeinschaft, Stähli + Fuchs, Mattenweg11, 3855, Switzerland ;3855;3855 BE;PP;;B, C, O;
CH 2089;;;2089;73385354;Hardegger Käse AG;Steinackerstrasse1;Hardegger Käse AG, Steinackerstrasse1, 9243, Switzerland ;9243;9243 SG;PP;RW(0), WM(0);B, C, O;
CH 3243;;;3243;41488479;Fritz Häberli;Kreuzweg109;Fritz Häberli, Kreuzweg109, 3614, Switzerland ;3614;3614 BE;PP;;B, C, O;
CH 61195276;;;61195276;61195276;Société coopérative de laiterie des Planches du Mont;Aux Planches;Société coopérative de laiterie des Planches du Mont, Aux Planches, 1052, Switzerland ;1052;1052 VD;CC;;B;
CH 71024357;;;71024357;71024357;Centre collecteur de Middes;Route de Pré-Pury47;Centre collecteur de Middes, Route de Pré-Pury47, 1749, Switzerland ;1749;1749 FR;CC;;B;
CH 4124;46,617446;7,0217753;4124;71524128;Fromagerie de Vuadens, Olivier Philipona;Route Principale240;Fromagerie de Vuadens, Olivier Philipona, Route Principale240, 1628, Switzerland ;1628;1628 FR;PP;;B;
CH 5713;47,2774112;8,9406293;5713;50072264;Koster Franz;Hittenbergstrasse51;Koster Franz, Hittenbergstrasse51, 8636, Switzerland ;8636;8636 ZH;PP;;B, O;
CH 79263660;;;79263660;79263660;Société coopérative du  Grand Pré;Zone Industrielle du Grand Pré8;Société coopérative du  Grand Pré, Zone Industrielle du Grand Pré8, 1510, Switzerland ;1510;1510 VD;PP, CC;;B;
CH 91635573;;;91635573;91635573;Samuel Berclaz;Alpage de Colombire;Samuel Berclaz, Alpage de Colombire, 3974, Switzerland ;3974;3974 VS;PP;;B;
CH 6063;;;6063;88599804;Fromagerie d'alpage Groins du milieu;;;1663;1663 FR;PP;;B;
CH 5416;47,373597;9,0178387;5416;41119520;Toni Gübeli Käserei GmbH;Zwiselen952;Toni Gübeli Käserei GmbH, Zwiselen952, 9614, Switzerland ;9614;9614 SG;PP;;B;
CH 70993119;;;70993119;70993119;Milchsammelstelle;Eichmatt;Milchsammelstelle, Eichmatt, 3155, Switzerland ;3155;3155 BE;CC;;B;
CH 71037204;;;71037204;71037204;Milchzentrale Schneider;Schomattenstrasse9;Milchzentrale Schneider, Schomattenstrasse9, 9630, Switzerland ;9630;9630 SG;CC;;B;
CH 5680;;;5680;50241784;Chäs-Egge Stéfanie Bürki Käserei Herschmettlen;Dürntnerstrasse15;Chäs-Egge Stéfanie Bürki Käserei Herschmettlen, Dürntnerstrasse15, 8626, Switzerland ;8626;8626 ZH;PP;;B;
