code;# Bundesland;Name des Betriebs;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH2;CP2;SH3;CP3;GHE;CP4;MM;MP;MSM;PP;CC;PP2;CC2;PP3;CC3;PP4;CC4;PP5;CC5;PP6;EPC;LEP;PP7;AH;FV;ZV;FFPP;PP8;WM2;PC;DC;PP9;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;lat;lng
SL 60010;SL;Geflügelhof Aloysius Heinrich;Tholeyer Straße  1;66571 Eppelborn;;SL 60010;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.4190578;7.0111441
SL 60012;SL;Geflügelhof Zenner;Am Matzenberg/Außenbereich an der L 306;66265 Heusweiler;;SL 60012;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.3543212;6.8771604
SL 60013;SL;Joachim Rose;Sonnenhof  1;66687 Wadern;;SL 60013;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.52644;6.87734
SL 60014;SL;Rose, Stefan;Faulenbergerhof  3;66564 Ottweiler;;SL 60014;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.4154203;7.0988798
SL 60015;SL;Gauwald Frischdienst;Grubenweg  21a;66287 Quierschied;;SL 60015;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.32953;7.05319
SL 60016;SL;WZB gGmbH;Wendelinushof  1;66606 St. Wendel;;SL 60016;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.4681677;7.2050103
SL 60018;SL;Günther und Bernd Koch;Obere Straße 12;66453 Niedergailbach;;SL 60018;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.1332641;7.2079062
SL 60021;SL;Hermann Zinßmeister;Bietschieder Str. 27;66265 Heusweiler;;SL 60021;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.3280766;6.9549198
SL 60022;SL;Harald Tintinger;Wiesenhof;66798 Wallerfangen;;SL 60022;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;49.319235;6.598759
SL 62630;SL;Martin Weis;Am Klopp 28;66620 Nonnweiler-Kastel;;SL 62630;;;;;B, C, O, P;B, C, O, P;;;fG;fG;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.57386;6.96872
SL 70001;SL;Fliedner Krankenhaus NK Neunkirchen, Saarland Kliniken Kreuznacher Diakonie;Theodor-Fliedner-Straße  12;66538 Neunkirchen;;SL 70001;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.3482231;7.1857037
SL 70002;SL;Schwesternverband Dienstleistungsgesellschaft mbH, Zentralküche;Am Umspannwerk  6;66557 Illingen;;SL 70002;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, O, C;;;;;;;;X;;;;;;Catering/Großküche;;;;49.3723221;6.9982797
SL 70007;SL;Seniorenheim Tholey Gemeinnützige Gesellschaft für ambulante und stationäre Altenhilfe GFA mbH;Jahnstraße  2a;66636 Tholey;;SL 70007;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.48194;7.03606
SL 70008;SL;Diakoniezentrum Haus am Schlossberg;Schwesternhausstraße  9;66424 Homburg;;SL 70008;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.319071;7.3405312
SL 70010;SL;CJD Hombur/Saar gemeinnützige GmbH;Einöder Straße  80;66424 Homburg;;SL 70010;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.2894923;7.3224682
SL 70011;SL;Stiftung Hospital St. Wendel;In der Reichwies 12;66606 St. Wendel;;SL 70011;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.4704498;7.1742608
SL 70012;SL;Dr. Theiss Naturwaren GmbH Pastawerk Bexbach;Vor dem Bahnhaus 4;66450 Bexbach;;SL 70012;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, C, O;;;;;;;;X;;;;;;;;;;49.34383;7.28023
SL 70013;SL;Bosenberg Kliniken;Am Bosenberg;66606 St. Wendel;;SL 70013;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;49.4696288;7.1911242
SL 70014;SL;GfD Service-Gesellschaft für Dienstleistungen in Senioreneinrichtungen mbH;Martin-Luther-Straße  4;66299 Friedrichsthal;;SL 70014;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.3256027;7.0956781
SL 70015;SL;Haus Bostalsee - Alten- und Pflegeheim;Bosbachstraße  21;66625 Bosen;;SL 70015;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;49.57372;7.05365
SL 70016;SL;Rau Partyservice;Goethestraße 77;66287 Quierschied;;SL 70016;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.34423;7.0216492
SL 70017;SL;Restaurant Alte Mühle;Hauptstraße 22;66333 Völklingen;;SL 70017;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;49.1885316;6.7516151
SL 70019;SL;Großküche Leckerschmeck Herr Klaus Clemens Schön;Neunkircher Straße 1;66113 Saarbrücken;;SL 70019;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.2462168;6.9923906
SL 70020;SL;Stiftung Saarbrücker Altenwohnstift, Wohnstift Reppersberg;Nußbergtreppe  10;66119 Saarbrücken;;SL 70020;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.22551;6.99462
SL 70021;SL;ASB Saar Service GmbH Seniorenzentrum - H. Bernhard Roth;Kirchenstraße  11;66459 Kirkel;;SL 70021;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;49.31561;7.27549
SL 70022;SL;Seniorenheim St. Josef - Gemeinnützige Gesellschaft für ambulante und stationäre Altenhilfe GFA mbH;Am Kloster  1;66571 Eppelborn;;SL 70022;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;X;;;;;;Catering/Großküche;;;;49.4080051;6.9707283
SL 70025;SL;Saarpfalz - Werkstatt;Im großen Gunterstal 15;66440 Blieskastel;;SL 70025;;;;;;;;;;;;;;;;mp;;;;;;;;;;B;;;X;;;;X;X;;;;;;;;;;49.23556;7.27704
SL 70026;SL;SHG Klinikum Merzig gGmbH;Trierer Straße  148;66663 Merzig;;SL 70026;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;X;;;;;;Catering/Großküche;;;;49.4570561;6.6322931
SL 70027;SL;Gemeinde Marpingen - Schullandheim Berschweiler;In der Meulwies  1;66646 Marpingen;;SL 70027;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;X;;;;;;Catering/Großküche;;;;49.4330807;7.0438795
SL 70028;SL;Myosotis Service GmbH;Saarstraße  24;66679 Losheim am See;;SL 70028;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;49.5229075;6.6708578
SL 70029;SL;AWO Dienstleistungszentrum;Spessartstraße 1;66333 Völklingen;;SL 70029;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.2222826;6.7972779
SL 70030;SL;AWO Dienstleistungszentrum Brigitte-Winkler-Haus;Schillerstraße  67;66265 Heusweiler;;SL 70030;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.3335174;6.9202688
SL 70031;SL;AWO Seniorenzentrum;Auf der Schmelz 38;66280 Sulzbach/Saar;;SL 70031;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.2955112;7.0632899
SL 70032;SL;AWO Johanna-Kirchner-Haus;Trifelsstraße 25;66113 Saarbrücken;;SL 70032;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.2502584;6.9699802
SL 70033;SL;AWO Seniorenzentrum;Beethovenstraße  85;66583 Spiesen-Elversberg;;SL 70033;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.3165823;7.1375263
SL 70034;SL;AWO Seniorenzentrum Marie-Juchaz-Haus;Marie-Juchaz-Ring 70;66564 Ottweiler;;SL 70034;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.4051995;7.154357
SL 70035;SL;AWO Seniorenresidenz gGmbH;Prälat-Subtil-Ring 3a;66740 Saarlouis;;SL 70035;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.3155081;6.7544612
SL 70036;SL;Marienhausklinik St. Elisabeth, Wadern;Elisabethstraß 1;66687 Wadern;;SL 70036;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.54014;6.89567
SL 70038;SL;5F - Fine Fresh Fast Food Factory GmbH & Co. KG;In der Lach 8;66271 Kleinblittersdorf;;SL 70038;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.1206497;7.055697
SL 70039;SL;Bübinger Werke -  Standort Saarbrücken;Industriestraße  8;66129 Saarbrücken;;SL 70039;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.1876308;7.0383125
SL 70040;SL;Bübinger Werke - Standort Püttlingen;Zur Bergehalde 6;66346 Püttlingen;;SL 70040;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.281133;6.9044328
SL 70041;SL;Catering Pollakowski;Scheidter Straße 35;66130 Saarbrücken;;SL 70041;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.216726;7.0419701
SL 70042;SL;Vita Maria;An der Römerbrücke 18;66121 Saarbrücken;;SL 70042;;;;;;;;;;;;;;;;mp;;;;;;;;;;B;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.2246068;7.0177079
SL 70043;SL;AWO Dillingen;Luisenstraße 4;66763 Dillingen/ Saar;;SL 70043;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.3486995;6.7146401
SL 70044;SL;Marienhausklinik St. Elisabeth, Saarlouis;Kapuzinerstraße 4;66740 Saarlouis;;SL 70044;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.31518;6.75681
SL 70045;SL;AWO Merzig;Am Stadtwald 29;66663 Merzig;;SL 70045;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.4623575;6.6523089
SL 70046;SL;Restaurant 'Zum Mosaik' Partyservice;Berger Weg 9;66706 Perl-Nennig;;SL 70046;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.5342558;6.3796507
SL 70047;SL;Le Patron, Günter Zurek;Kreisstraße 127;66127 Saarbrücken;;SL 70047;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.2297622;6.9025375
SL 70048;SL;Klosterstube Christel Herter;Zum Klosterbrühl 45;66636 Tholey;;SL 70048;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.4802285;7.0341433
SL 70050;SL;Neue Arbeit Saar gGmbH Arbeitslosenselbsthilfe Küche;Untere Bliesstraße 71;66539 Neunkirchen;;SL 70050;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.3507767;7.2214981
SL 70051;SL;GPW GmbH;Rauschenweg 50a;66539 Neunkirchen;;SL 70051;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.32706;7.21575
SL 70052;SL;Lebenshilfe St. Wendel gemeinnützige GmbH;Parkstraße  37-39;66606 Sankt Wendel;;SL 70052;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.4627882;7.1678683
SL 70053;SL;Alten- & Pflegezentrum Versorgungsdienste Annaheim Wiebelskirchen GmbH & Co. KG;Im Katzentümpel  1b;66540 Neunkirchen;;SL 70053;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.36999;7.16837
SL 70054;SL;Ratzeputz;Luisenthaler Straße 12;66115 Saarbrücken;;SL 70054;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.2420975;6.9378118
SL 70056;SL;Zentrale für Bildung und Beruf Saar gGmbH;Ernst-Abbe-Straße 10;66115 Saarbrücken;;SL 70056;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.2396845;6.9488267
SL 70057;SL;Steyler Missionare;Missionshaus St. Wendel;66606 St. Wendel;;SL 70057;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.4641183;7.192188
SL 70058;SL;Stiftung Saarbrücker Altenwohnstift;Königsberger Straße 43;66121 Saarbrücken;;SL 70058;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.234412;7.0448689
SL 70059;SL;Feinkosthaus Schiller;Schwarzenbergstraße 18;66123 Saarbrücken;;SL 70059;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;49.23865;7.01886
SL 70060;SL;SHG Klinikum Sonnenberg Zentralküche Haus 5;Sonnenbergstraße 10;66119 Saarbrücken;;SL 70060;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.1983293;7.0156691
SL 70061;SL;Cateringservice Stephanie Wagner;Alleestraße 62;66126 Saarbrücken;;SL 70061;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.2579579;6.9157396
SL 70062;SL;GHG Illingen im ASB GmbH, ASB Seniorenzentrum;Am Dimmelsbach 5;66557 Illingen;;SL 70062;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.3728708;7.0514407
SL 70064;SL;SHG Kliniken Völklingen;Richardstr. 5-9;66333 Völklingen;;SL 70064;;;;;;;;;;;;;;;;mp;;;;;;;;;;B;;;X;;;;X;;;;;;;Catering/Großküche;;;;49.2571103;6.8536328
SL 70065;SL;Scheid AG & Co KG Technikum;Clasenweg 6-9;66802 Überherrn;;SL 70065;;;;;;;;;;;;;;B, P, A, O;;mp;;;;;;;;;;B;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.23635;6.6944
SL 70067;SL;Diakonie Klinikum Neunkirchen;Brunnenstraße 20;66538 Neunkirchen;;SL 70067;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.3413672;7.1829586
SL 70068;SL;teayumi OHG;Hauptstraße 175;66578 Schiffweiler;;SL 70068;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;49.35667;7.13255
SL 70070;SL;Kreiskrankenhaus St. Ingbert gGmbH, Gesundheitspark;Klaus Tussing Str. 1;66386 St. Ingbert;;SL 70070;;;;;;;;;;;;;;;;mp;;;;;;;;;;B;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.2894996;7.1138462
SL 70071;SL;Gusto Sud;Hauptstr. 211;66583 Spiesen-Elversberg;;SL 70071;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;49.3117563;7.1471704
SL 80001;SL;Deutsche See GmbH;Niederlassung Industriestraße;66129 Saarbrücken;;SL 80001;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.1837189;7.0375983
SL 80002;SL;Metro Deutschland GmbH;Camphauser Str. 4;66125 Saarbrücken;SL-EFU 005;SL 80002;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.288402;7.0252414
SL 80003;SL;C+C Schaper GmbH;Auf Nauwies 12;66806 Ensdorf;;SL 80003;;X;;;;B, C, O, P;;;;;;;;B, C, O, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3002137;6.7691337
SL 80004;SL;Vendis Gastro GmbH und Co. KG;Dudweilerstraße 94;66386 St. Ingbert;;SL 80004;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.27579;7.0877
SL 80005;SL;C+C Boxberg;Betzenhölle  28;66538 Neunkirchen;;SL 80005;;;;;;;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3368963;7.1654953
SL 80006;SL;C+C Saarlouis;Industriestraße  22;66740 Saarlouis;;SL 80006;;X;X;;;;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3126126;6.7360996
SL 80007;SL;Hochwald C+C;Bahnhofstraße  25;66687 Wadern;;SL 80007;;X;X;;;;;;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5325873;6.8951579
SL 80008;SL;Kelter und Kirch Vertriebsgesellschaft mbH;Am Grubenstollen  3-5;66386 St. Ingbert;;SL 80008;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.28364;7.10205
SL 80011;SL;FRESH Völklingen GmbH;August-Clüsserath-Weg 2;66333 Völklingen;;SL 80011;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;49.2425049;6.8832739
SL 80012;SL;Kraftverkehr Nagel SE & Co. KG, Außenstelle Saarlouis;Industriestraße 22;66740 Saarlouis;;SL 80012;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3126126;6.7360996
SL 80013;SL;Seawater Cubes GmbH;In den Hallen  16;66115 Saarbrücken;;SL 80013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;49.2529898;6.9327253
SL 80277;SL;Kunzler Logistikzentrum;Industriestraße 20-22;66740 Saarlouis;;SL 80277;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.31255;6.73593
SL 87800;SL;Haas GmbH Fleisch- und Wurstwaren;Industriegebiet 1 (im Rädchen 3-6);66620 Nonnweiler-Otzenhausen;;SL 87800;;;;;;B, P;;A;;;;;;;;mp;;;;;;;;;;B;;;;;;;;X;;;;;;;;;;49.6015106;7.0005002
SL 90000;SL;Wolfgang Biehl;Zum Schwimmbad  2;66629 Freisen;;SL 90000;;;;;;;;;;;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5305656;7.2596908
SL 90001;SL;Metzgerei Karl Doll;Provinzialstr. 75;66679 Losheim am See;;SL 90001;;;;;B, O, P;B, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4778838;6.7042916
SL 90002;SL;Metzgerei Steuer - Wagner GmbH;Trierer Straße  11;66679 Losheim am see;;SL 90002;;;;;B, O, P, C;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5086405;6.7437448
SL 90003;SL;Metzgerei Göller GmbH;Selbacher Straße  16;66440 Blieskastel;;SL 90003;;;;;B, O, C;;;;;;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2390311;7.2594867
SL 90006;SL;Metzgerei Jürgen Bastuck;Koblenzer Straße  90;66822 Lebach;;SL 90006;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4348765;6.9518339
SL 90008;SL;Metzgerei Rudi Schuler;Am Marktplatz  5;66709 Weiskirchen;;SL 90008;;;;;B, P;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5562955;6.8175443
SL 90009;SL;Viktor Feld;Hirteler Straße  57;66265 Heusweiler;;SL 90009;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3505344;6.9229503
SL 90010;SL;Andreas Kessler;Reisbachstraße  39;66265 Heusweiler;;SL 90010;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.36347;6.92934
SL 90013;SL;Keller, Alexander;Hauptstraße  6;66629 Oberkirchen;;SL 90013;;;;;B, O, P, C;B, O, P, C;;;;;wU;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5252364;7.2614402
SL 90014;SL;Hotel-Restaurant Zum Schlossberg;Nunkircher Straße 2;66687 Büschfeld;;SL 90014;;;;;;;;;fG, R;fG, R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4936418;6.8657271
SL 90015;SL;Schumacher Ralph;Ringstraße 14;66629 Freisen;;SL 90015;;;;;B, P;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5541036;7.2481859
SL 90019;SL;Welter, Wolfgang;Weiherhof  1;66625 Nohfelden;;SL 90019;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5995208;7.0565709
SL 90020;SL;Stefan Zenner;Marienhof;66780 Rehlingen-Siersburg;;SL 90020;;;;;B, P;;A;A;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3873575;6.6250094
SL 90023;SL;Metzgerei Altmeyer;Römerstraße  5;66822 Lebach;;SL 90023;;;;;B, O, P;;;;;;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4518446;6.8995144
SL 90024;SL;Valentinushof;Valentinushof;66701 Beckingen-Düppenweiler;;SL 90024;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.424542;6.7734751
SL 90025;SL;Magdalena Hennen;Ebereschenhof  1;66822 Lebach;;SL 90025;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.47166;6.94555
SL 90026;SL;Geistkircher Hof;Geistkircher Hof  2;66386 St. Ingbert;;SL 90026;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2761979;7.1870515
SL 90027;SL;Petershof;Petershof, Am Krähberg 21;66399 Mandelbachtal;;SL 90027;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2320274;7.1383109
SL 90028;SL;Geb. Broszeit Land und Forst GbR Matthias und Jörg Broszeit;Hermbacher Hof 1;66629 Freisen;;SL 90028;;;;;B, C, O, P;;;;fG, R;fG, R;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.565064;7.2314359
SL 90029;SL;Franz Dausend;Gartenstraße 8;66629 Oberkirchen;;SL 90029;;;;;O;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.5252158;7.2654804
SL 90030;SL;Schunck, Ralf;Straße des 13. Januar  21;66440 Blieskastel;;SL 90030;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2379858;7.2736945
SL 90031;SL;Hühnerhof Ernst;Ommersheimer Weg 5;66440 Blieskastel;;SL 90031;;;;;B, C, O, P;;L;;;;wL, wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.22781;7.18241
SL 90032;SL;Wolfgang Uhrhan;Marienhof;66571 Eppelborn;;SL 90032;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3960981;7.0032665
SL 90033;SL;Zeisweilerhof;Zeisweilerhof;66557 Illingen-Hüttigweiler;;SL 90033;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.381272;7.0926188
SL 90034;SL;Martin Brill;Gebelsberger Hof;66557 Uchtelfangen;;SL 90034;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3865028;7.0411367
SL 90035;SL;Theobald, Wolfgang;Parallelstraße  53;66399 Mandelbachtal;;SL 90035;;;;;O, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.1598142;7.1580736
SL 90036;SL;Bioland Metzgerei Weller;Aßweilerstraße  30;66440 Blieskastel;;SL 90036;;;;;B, O, C;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.22791;7.18316
SL 90037;SL;Guth Helmut;Wörschweilerhof;66424 Homburg;;SL 90037;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2866727;7.3039992
SL 90038;SL;Raffaele, Monika;Eiweilerstraße 17;66793 Saarwellingen;;SL 90038;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3628305;6.8959272
SL 90040;SL;Metzgerei Andreas Herber;Wallenbornstraße  8;66571 Eppelborn;;SL 90040;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3739798;6.9805693
SL 90041;SL;Welsch, Thomas;Erfweiler Straße  21;66453 Gersheim;;SL 90041;;;;;B, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.17579;7.20778
SL 90042;SL;Hofgut Vogt;Auf dem Taubenkopf 1;66687 Wadern;;SL 90042;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.49652;6.87503
SL 90043;SL;Tuchborn, Gerhard, jun.;Koblenzer Straße  2;66822 Lebach;;SL 90043;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4272379;6.9437325
SL 90044;SL;Gasthaus zum Nunkircher Wildgehege;Am Felswäldchen  13;66687 Wadern;;SL 90044;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.48509;6.82119
SL 90045;SL;Sehn, Philipp;Am Ohligberg  30;66424 Homburg;;SL 90045;;;;;B;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2830079;7.3235458
SL 90047;SL;Verein zur Förderung der Naherholung Karlsbrunn e. V.;Wildgehege Karlsbrunn;66352 Karlsbrunn;;SL 90047;;;;;O;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.1720997;6.8106716
SL 90048;SL;Landeshauptstadt Saarbrücken Amt für Grünanlagen, Forsten und Landwirtschaft Wildpark St. Johann;Nassauer Straße 4;66111 Saarbrücken;;SL 90048;;;;;B;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.2351742;6.9977616
